timestamp,latency_ms,error_rate,throughput_rpm,cpu_pct,memory_pct,is_anomaly
2026-01-01 08:15:00,183.35,0.0067,873.9,54.6,43.9,0
2026-01-01 08:30:00,209.99,0.009,717.5,48.4,48.8,0
2026-01-01 08:45:00,182.87,0.0133,868.7,47.4,46.9,0
2026-01-01 09:00:00,167.45,0.0319,726.0,53.3,46.5,0
2026-01-01 09:15:00,154.49,0.0261,792.1,42.2,58.0,0
2026-01-01 09:30:00,213.24,0.0315,759.7,55.6,64.6,0
2026-01-01 09:45:00,176.13,0.0192,676.2,44.7,45.7,0
2026-01-01 10:00:00,168.98,0.027,671.5,52.4,64.2,0
2026-01-01 10:15:00,142.81,0.0083,790.3,55.9,45.5,0
2026-01-01 10:30:00,176.95,0.0216,788.0,33.6,53.3,0
2026-01-01 10:45:00,156.91,0.0058,648.0,46.1,40.7,0
2026-01-01 11:00:00,185.55,0.0581,805.7,37.3,41.8,0
2026-01-01 11:15:00,167.42,0.0153,699.4,33.7,45.7,0
2026-01-01 11:30:00,161.31,0.0332,636.4,44.6,53.8,0
2026-01-01 11:45:00,135.25,0.064,687.7,49.8,49.5,0
2026-01-01 12:00:00,148.23,0.0129,625.1,33.9,36.5,0
2026-01-01 12:15:00,146.15,0.043,669.2,49.2,38.7,0
2026-01-01 12:30:00,152.21,0.0373,686.5,40.4,35.9,0
2026-01-01 12:45:00,114.54,0.0002,756.1,49.2,50.2,0
2026-01-01 13:00:00,124.57,0.0252,783.0,69.3,49.0,0
2026-01-01 13:15:00,132.02,0.0147,800.5,46.9,48.9,0
2026-01-01 13:30:00,149.95,0.0047,781.2,40.0,48.8,0
2026-01-01 13:45:00,106.19,0.0571,592.9,45.5,42.7,0
2026-01-01 14:00:00,492.68,0.3304,643.0,72.7,49.2,1
2026-01-01 14:15:00,154.86,0.0101,821.0,47.0,58.0,0
2026-01-01 14:30:00,114.6,0.007,711.5,48.1,52.0,0
2026-01-01 14:45:00,176.94,0.022,734.4,46.7,39.8,0
2026-01-01 15:00:00,129.54,0.034,817.0,39.8,45.7,0
2026-01-01 15:15:00,123.29,0.0372,863.1,57.1,43.6,0
2026-01-01 15:30:00,135.94,0.0007,805.6,60.0,54.2,0
2026-01-01 15:45:00,132.78,0.0011,712.5,44.8,40.6,0
2026-01-01 16:00:00,121.8,0.003,724.6,50.8,49.3,0
2026-01-01 16:15:00,100.17,0.0302,735.1,31.9,45.6,0
2026-01-01 16:30:00,111.82,0.0413,895.7,51.0,42.5,0
2026-01-01 16:45:00,126.12,0.0817,870.2,66.1,49.4,0
2026-01-01 17:00:00,131.21,0.0253,856.6,56.8,46.4,0
2026-01-01 17:15:00,607.24,0.2796,753.6,78.1,53.2,1
2026-01-01 17:30:00,107.96,0.0217,915.8,51.1,44.6,0
2026-01-01 17:45:00,117.62,0.0016,866.7,48.2,39.7,0
2026-01-01 18:00:00,103.11,0.0088,846.3,53.6,46.5,0
2026-01-01 18:15:00,134.69,0.0068,896.2,59.4,49.8,0
2026-01-01 18:30:00,109.4,0.0756,935.5,47.8,52.3,0
2026-01-01 18:45:00,104.42,0.0302,868.8,56.6,46.7,0
2026-01-01 19:00:00,117.31,0.0059,874.1,44.3,53.9,0
2026-01-01 19:15:00,86.08,0.0479,959.8,48.8,38.6,0
2026-01-01 19:30:00,125.93,0.0019,964.2,43.5,54.9,0
2026-01-01 19:45:00,110.62,0.0066,814.0,50.9,52.0,0
2026-01-01 20:00:00,169.51,0.0009,985.0,53.4,44.9,0
2026-01-01 20:15:00,108.56,0.0059,931.0,54.9,55.3,0
2026-01-01 20:30:00,114.88,0.0656,1023.4,55.9,50.2,0
2026-01-01 20:45:00,138.0,0.0107,870.8,56.5,56.9,0
2026-01-01 21:00:00,139.33,0.0161,938.1,68.6,42.6,0
2026-01-01 21:15:00,143.9,0.0029,863.2,56.4,43.2,0
2026-01-01 21:30:00,120.22,0.0202,1056.3,38.2,51.8,0
2026-01-01 21:45:00,104.61,0.0039,922.4,49.6,48.5,0
2026-01-01 22:00:00,180.53,0.0069,963.0,52.1,37.9,0
2026-01-01 22:15:00,141.79,0.0247,1049.5,41.2,61.1,0
2026-01-01 22:30:00,136.56,0.0242,1044.7,60.4,60.3,0
2026-01-01 22:45:00,147.0,0.0224,1100.5,69.1,49.3,0
2026-01-01 23:00:00,117.48,0.0035,1125.5,48.3,43.2,0
2026-01-01 23:15:00,132.73,0.0303,1153.0,65.9,43.4,0
2026-01-01 23:30:00,122.17,0.0122,1186.9,65.0,50.7,0
2026-01-01 23:45:00,143.95,0.0093,1146.9,57.8,58.1,0
2026-01-02 00:00:00,125.19,0.0079,1103.3,61.5,66.5,0
2026-01-02 00:15:00,162.13,0.0135,1095.2,48.6,45.9,0
2026-01-02 00:30:00,171.3,0.0106,1123.2,64.4,45.5,0
2026-01-02 00:45:00,170.64,0.0231,938.5,62.0,46.8,0
2026-01-02 01:00:00,166.99,0.0202,1063.0,58.0,50.9,0
2026-01-02 01:15:00,609.8,0.3425,946.0,99.3,42.0,1
2026-01-02 01:30:00,151.53,0.0658,1022.4,47.1,38.5,0
2026-01-02 01:45:00,167.13,0.0378,970.6,60.0,46.4,0
2026-01-02 02:00:00,165.52,0.0228,1083.1,54.6,50.2,0
2026-01-02 02:15:00,133.85,0.0125,1098.0,53.7,60.0,0
2026-01-02 02:30:00,156.4,0.0351,1141.0,63.1,40.4,0
2026-01-02 02:45:00,181.76,0.0438,988.2,50.5,55.9,0
2026-01-02 03:00:00,154.49,0.0202,981.2,47.0,47.3,0
2026-01-02 03:15:00,154.13,0.0255,1103.1,63.6,46.3,0
2026-01-02 03:30:00,171.15,0.0174,991.4,40.8,37.1,0
2026-01-02 03:45:00,135.71,0.0138,977.0,58.4,50.7,0
2026-01-02 04:00:00,193.44,0.0082,1039.9,43.9,49.9,0
2026-01-02 04:15:00,191.85,0.0092,1026.3,39.0,63.9,0
2026-01-02 04:30:00,197.36,0.0188,1057.0,59.3,46.2,0
2026-01-02 04:45:00,184.29,0.0131,1023.8,56.0,58.9,0
2026-01-02 05:00:00,168.46,0.0058,919.0,46.5,45.9,0
2026-01-02 05:15:00,161.67,0.0172,1042.8,44.5,45.6,0
2026-01-02 05:30:00,459.07,0.3426,1008.4,71.4,36.2,1
2026-01-02 05:45:00,196.69,0.0186,945.4,48.3,56.0,0
2026-01-02 06:00:00,164.9,0.0211,962.0,58.6,49.0,0
2026-01-02 06:15:00,162.49,0.0072,899.1,46.6,48.0,0
2026-01-02 06:30:00,184.66,0.0399,835.1,46.6,46.0,0
2026-01-02 06:45:00,187.46,0.0039,907.7,60.2,49.6,0
2026-01-02 07:00:00,200.64,0.0046,988.3,44.6,43.0,0
2026-01-02 07:15:00,195.73,0.0101,926.3,40.0,51.1,0
2026-01-02 07:30:00,182.37,0.0458,882.5,43.4,41.3,0
2026-01-02 07:45:00,202.45,0.0063,790.6,51.2,47.1,0
2026-01-02 08:00:00,174.02,0.0371,727.2,63.4,51.5,0
2026-01-02 08:15:00,174.76,0.0107,792.9,50.5,57.9,0
2026-01-02 08:30:00,195.58,0.0127,767.5,41.8,49.5,0
2026-01-02 08:45:00,197.55,0.0083,811.2,43.0,57.1,0
2026-01-02 09:00:00,548.35,0.1314,783.3,97.3,47.9,1
2026-01-02 09:15:00,171.52,0.0141,673.1,33.3,41.5,0
2026-01-02 09:30:00,176.04,0.0233,714.1,32.8,62.6,0
2026-01-02 09:45:00,159.15,0.0115,747.9,50.0,47.2,0
2026-01-02 10:00:00,183.7,0.0485,774.7,56.0,54.6,0
2026-01-02 10:15:00,156.86,0.0299,777.3,56.3,43.7,0
2026-01-02 10:30:00,131.56,0.0096,671.8,49.9,51.6,0
2026-01-02 10:45:00,159.56,0.0237,658.4,56.4,50.4,0
2026-01-02 11:00:00,143.65,0.0372,659.9,45.4,48.0,0
2026-01-02 11:15:00,110.33,0.007,781.9,46.0,62.2,0
2026-01-02 11:30:00,148.74,0.0141,693.0,47.1,51.0,0
2026-01-02 11:45:00,173.14,0.0245,733.6,50.6,45.4,0
2026-01-02 12:00:00,157.45,0.0095,749.2,79.6,59.0,0
2026-01-02 12:15:00,157.41,0.0337,805.9,47.9,35.3,0
2026-01-02 12:30:00,175.66,0.0386,634.6,47.9,37.8,0
2026-01-02 12:45:00,139.58,0.0084,804.9,63.4,54.2,0
2026-01-02 13:00:00,120.32,0.0709,766.6,53.2,49.6,0
2026-01-02 13:15:00,149.83,0.0343,842.9,36.7,44.2,0
2026-01-02 13:30:00,147.37,0.0111,824.5,63.6,50.7,0
2026-01-02 13:45:00,118.15,0.0214,733.8,50.8,55.5,0
2026-01-02 14:00:00,129.33,0.0189,691.7,24.7,40.6,0
2026-01-02 14:15:00,142.19,0.0556,790.4,46.0,47.4,0
2026-01-02 14:30:00,137.45,0.0121,665.8,41.2,48.3,0
2026-01-02 14:45:00,145.67,0.0364,759.3,44.9,50.1,0
2026-01-02 15:00:00,113.15,0.0136,720.7,47.7,52.5,0
2026-01-02 15:15:00,99.72,0.0266,755.8,54.4,34.2,0
2026-01-02 15:30:00,108.81,0.0276,620.0,56.3,51.8,0
2026-01-02 15:45:00,140.81,0.0284,766.8,59.2,34.6,0
2026-01-02 16:00:00,138.33,0.0667,818.4,62.6,47.7,0
2026-01-02 16:15:00,116.67,0.0753,772.7,47.3,40.6,0
2026-01-02 16:30:00,146.92,0.008,804.1,32.8,49.4,0
2026-01-02 16:45:00,116.77,0.0727,734.1,28.2,52.7,0
2026-01-02 17:00:00,106.97,0.0246,908.0,57.5,48.4,0
2026-01-02 17:15:00,90.8,0.0137,855.2,49.9,43.4,0
2026-01-02 17:30:00,114.83,0.0195,1010.1,65.2,38.8,0
2026-01-02 17:45:00,135.28,0.0574,873.9,54.4,47.7,0
2026-01-02 18:00:00,137.83,0.0073,926.8,37.6,45.2,0
2026-01-02 18:15:00,134.25,0.0192,867.1,45.8,50.4,0
2026-01-02 18:30:00,123.99,0.0001,983.5,56.1,45.0,0
2026-01-02 18:45:00,143.74,0.0166,870.0,41.8,57.8,0
2026-01-02 19:00:00,98.76,0.0759,1067.6,66.3,48.3,0
2026-01-02 19:15:00,137.52,0.0153,1065.6,50.7,54.4,0
2026-01-02 19:30:00,121.25,0.0474,910.7,48.8,44.5,0
2026-01-02 19:45:00,119.98,0.0252,927.2,38.9,53.1,0
2026-01-02 20:00:00,94.07,0.006,939.2,68.2,52.4,0
2026-01-02 20:15:00,125.83,0.0602,896.4,49.6,43.2,0
2026-01-02 20:30:00,140.46,0.0054,1010.6,55.5,37.5,0
2026-01-02 20:45:00,81.37,0.0537,990.3,46.6,56.9,0
2026-01-02 21:00:00,139.57,0.0076,1073.6,51.2,45.1,0
2026-01-02 21:15:00,84.12,0.0294,1023.8,55.9,43.5,0
2026-01-02 21:30:00,99.74,0.0528,1088.3,58.1,45.9,0
2026-01-02 21:45:00,123.55,0.0103,1023.9,58.0,41.4,0
2026-01-02 22:00:00,160.99,0.0904,1042.2,61.8,52.4,0
2026-01-02 22:15:00,130.19,0.0292,1062.0,59.7,47.9,0
2026-01-02 22:30:00,140.96,0.0293,1109.1,59.3,48.4,0
2026-01-02 22:45:00,116.12,0.0244,1030.0,48.3,56.0,0
2026-01-02 23:00:00,137.44,0.0159,1137.4,53.7,48.7,0
2026-01-02 23:15:00,139.95,0.0045,1022.3,43.6,59.0,0
2026-01-02 23:30:00,170.27,0.0122,1051.9,49.9,47.9,0
2026-01-02 23:45:00,127.49,0.0157,943.3,55.4,37.5,0
2026-01-03 00:00:00,138.13,0.0086,1056.1,57.2,41.8,0
2026-01-03 00:15:00,169.38,0.0207,1001.5,58.3,42.9,0
2026-01-03 00:30:00,145.56,0.0427,1118.8,66.9,48.8,0
2026-01-03 00:45:00,152.04,0.0675,1115.6,44.6,58.7,0
2026-01-03 01:00:00,166.89,0.0021,1159.0,40.9,49.3,0
2026-01-03 01:15:00,147.6,0.062,1190.2,54.3,46.4,0
2026-01-03 01:30:00,122.12,0.0271,1062.5,65.9,45.9,0
2026-01-03 01:45:00,178.41,0.0185,1022.2,64.9,51.8,0
2026-01-03 02:00:00,169.59,0.0239,1088.7,56.2,50.9,0
2026-01-03 02:15:00,144.51,0.0222,1028.7,51.2,53.6,0
2026-01-03 02:30:00,181.51,0.0066,1013.5,55.3,43.1,0
2026-01-03 02:45:00,203.67,0.0289,1054.7,62.9,63.8,0
2026-01-03 03:00:00,196.22,0.0244,986.1,46.5,45.6,0
2026-01-03 03:15:00,212.21,0.016,1171.4,51.5,43.6,0
2026-01-03 03:30:00,152.65,0.0313,1008.8,53.9,56.4,0
2026-01-03 03:45:00,518.55,0.3115,1025.1,84.7,54.3,1
2026-01-03 04:00:00,186.7,0.012,1046.7,60.5,43.5,0
2026-01-03 04:15:00,178.21,0.0207,1143.3,39.8,52.7,0
2026-01-03 04:30:00,174.41,0.0192,974.2,59.2,45.0,0
2026-01-03 04:45:00,127.04,0.014,859.0,50.3,50.9,0
2026-01-03 05:00:00,214.27,0.0881,941.2,57.0,49.6,0
2026-01-03 05:15:00,154.71,0.0357,827.2,48.2,65.8,0
2026-01-03 05:30:00,200.07,0.0183,910.4,55.4,57.7,0
2026-01-03 05:45:00,184.0,0.0403,1051.4,54.3,55.5,0
2026-01-03 06:00:00,184.45,0.0144,843.9,45.8,53.4,0
2026-01-03 06:15:00,181.3,0.0302,826.8,43.8,39.2,0
2026-01-03 06:30:00,188.58,0.0046,960.1,50.7,49.3,0
2026-01-03 06:45:00,196.53,0.0031,884.7,40.6,44.9,0
2026-01-03 07:00:00,200.94,0.0584,938.1,48.3,47.6,0
2026-01-03 07:15:00,181.54,0.0213,833.9,47.4,48.6,0
2026-01-03 07:30:00,162.11,0.0182,898.6,59.5,36.0,0
2026-01-03 07:45:00,161.49,0.0395,745.4,53.7,46.0,0
2026-01-03 08:00:00,199.01,0.0017,744.6,64.5,48.9,0
2026-01-03 08:15:00,175.43,0.015,797.1,35.9,54.5,0
2026-01-03 08:30:00,161.86,0.0185,781.7,47.0,42.5,0
2026-01-03 08:45:00,166.96,0.0503,984.9,62.6,42.5,0
2026-01-03 09:00:00,173.06,0.0401,843.8,52.4,42.0,0
2026-01-03 09:15:00,151.65,0.0654,842.0,48.4,45.8,0
2026-01-03 09:30:00,174.19,0.0076,760.8,41.2,40.1,0
2026-01-03 09:45:00,197.3,0.0226,675.2,52.7,57.3,0
2026-01-03 10:00:00,165.36,0.0318,861.2,52.0,53.4,0
2026-01-03 10:15:00,135.68,0.067,630.7,43.6,67.0,0
2026-01-03 10:30:00,183.12,0.0459,705.6,55.8,44.3,0
2026-01-03 10:45:00,187.48,0.0192,784.3,67.0,54.0,0
2026-01-03 11:00:00,179.99,0.0401,908.7,44.2,39.5,0
2026-01-03 11:15:00,160.12,0.0365,848.0,54.9,58.3,0
2026-01-03 11:30:00,201.03,0.0083,769.7,50.0,46.5,0
2026-01-03 11:45:00,172.31,0.008,876.6,56.0,47.4,0
2026-01-03 12:00:00,203.82,0.007,685.4,57.9,56.9,0
2026-01-03 12:15:00,174.33,0.0088,751.6,59.9,56.5,0
2026-01-03 12:30:00,171.57,0.0144,822.1,45.8,41.1,0
2026-01-03 12:45:00,138.79,0.0318,621.8,32.9,47.3,0
2026-01-03 13:00:00,123.88,0.0443,752.5,47.8,58.0,0
2026-01-03 13:15:00,143.02,0.0085,757.1,47.9,45.4,0
2026-01-03 13:30:00,137.48,0.0421,754.9,26.6,50.1,0
2026-01-03 13:45:00,131.26,0.023,653.1,54.9,51.8,0
2026-01-03 14:00:00,130.16,0.0168,774.6,44.7,57.9,0
2026-01-03 14:15:00,128.94,0.0128,764.7,48.4,52.7,0
2026-01-03 14:30:00,120.98,0.0337,705.6,43.1,46.3,0
2026-01-03 14:45:00,144.33,0.011,798.7,47.7,34.3,0
2026-01-03 15:00:00,111.72,0.0149,867.3,60.8,52.9,0
2026-01-03 15:15:00,124.47,0.0081,723.5,48.7,49.2,0
2026-01-03 15:30:00,103.39,0.0163,807.4,66.5,60.4,0
2026-01-03 15:45:00,127.05,0.0083,869.4,55.7,52.0,0
2026-01-03 16:00:00,123.31,0.0263,908.0,57.0,44.0,0
2026-01-03 16:15:00,102.39,0.0119,799.2,47.8,39.3,0
2026-01-03 16:30:00,120.96,0.0104,885.0,50.5,46.8,0
2026-01-03 16:45:00,117.93,0.01,793.0,57.5,50.5,0
2026-01-03 17:00:00,107.9,0.0016,910.6,60.9,48.7,0
2026-01-03 17:15:00,108.07,0.0117,801.7,51.6,39.2,0
2026-01-03 17:30:00,124.25,0.0188,746.9,52.9,28.5,0
2026-01-03 17:45:00,116.7,0.0121,890.7,49.9,41.3,0
2026-01-03 18:00:00,132.24,0.0137,961.6,54.1,30.9,0
2026-01-03 18:15:00,96.35,0.0084,949.4,52.8,41.1,0
2026-01-03 18:30:00,111.62,0.0227,842.8,50.5,49.7,0
2026-01-03 18:45:00,103.94,0.0022,726.9,56.1,58.1,0
2026-01-03 19:00:00,117.28,0.0204,1007.7,52.7,30.9,0
2026-01-03 19:15:00,121.04,0.0569,1048.7,48.8,40.8,0
2026-01-03 19:30:00,94.92,0.011,814.0,47.5,50.8,0
2026-01-03 19:45:00,126.87,0.0267,925.2,49.4,44.8,0
2026-01-03 20:00:00,158.62,0.0103,924.5,55.2,49.1,0
2026-01-03 20:15:00,122.76,0.0504,1007.2,48.7,50.6,0
2026-01-03 20:30:00,104.07,0.028,1083.6,63.5,45.1,0
2026-01-03 20:45:00,114.43,0.0273,973.7,50.4,56.4,0
2026-01-03 21:00:00,119.42,0.0545,991.8,65.4,65.0,0
2026-01-03 21:15:00,113.24,0.0849,1054.6,54.2,40.5,0
2026-01-03 21:30:00,138.26,0.0157,878.6,55.0,54.5,0
2026-01-03 21:45:00,92.43,0.0159,1085.9,62.5,62.8,0
2026-01-03 22:00:00,137.4,0.0023,1129.9,65.1,58.1,0
2026-01-03 22:15:00,155.73,0.0131,1056.2,59.0,43.2,0
2026-01-03 22:30:00,154.57,0.0443,1025.1,74.4,45.7,0
2026-01-03 22:45:00,150.94,0.0199,1036.2,53.7,35.9,0
2026-01-03 23:00:00,129.06,0.0088,1054.4,41.9,44.0,0
2026-01-03 23:15:00,167.18,0.0896,1069.8,54.0,44.2,0
2026-01-03 23:30:00,147.54,0.0112,964.6,58.7,51.2,0
2026-01-03 23:45:00,166.56,0.0225,1102.8,58.5,40.0,0
2026-01-04 00:00:00,169.47,0.0291,1054.3,45.8,48.5,0
2026-01-04 00:15:00,155.66,0.0188,1081.4,51.8,49.5,0
2026-01-04 00:30:00,145.59,0.0164,1039.5,47.2,44.7,0
2026-01-04 00:45:00,192.55,0.0149,1106.7,49.6,53.9,0
2026-01-04 01:00:00,127.02,0.0615,1166.9,55.3,44.8,0
2026-01-04 01:15:00,155.94,0.0354,1088.5,58.3,50.3,0
2026-01-04 01:30:00,133.76,0.0502,959.3,46.4,38.9,0
2026-01-04 01:45:00,161.16,0.0055,1074.2,49.3,42.6,0
2026-01-04 02:00:00,173.92,0.0343,1070.6,60.0,54.7,0
2026-01-04 02:15:00,155.93,0.0802,1052.1,47.1,36.3,0
2026-01-04 02:30:00,157.28,0.0125,1002.3,45.8,53.3,0
2026-01-04 02:45:00,143.73,0.0226,1052.7,71.5,45.7,0
2026-01-04 03:00:00,182.88,0.0405,1086.2,50.3,33.8,0
2026-01-04 03:15:00,166.35,0.0128,1006.6,38.5,44.9,0
2026-01-04 03:30:00,182.35,0.0198,1123.9,45.3,53.1,0
2026-01-04 03:45:00,165.32,0.0014,981.8,36.7,64.1,0
2026-01-04 04:00:00,184.76,0.0122,917.8,64.7,61.1,0
2026-01-04 04:15:00,193.62,0.0082,973.8,51.9,41.5,0
2026-01-04 04:30:00,188.92,0.0025,847.7,41.9,53.6,0
2026-01-04 04:45:00,184.1,0.0166,989.4,57.3,44.9,0
2026-01-04 05:00:00,181.95,0.0102,923.4,65.3,43.7,0
2026-01-04 05:15:00,192.4,0.0148,994.7,51.5,55.0,0
2026-01-04 05:30:00,172.96,0.017,826.9,62.9,49.6,0
2026-01-04 05:45:00,180.29,0.0164,1000.2,50.3,49.6,0
2026-01-04 06:00:00,191.24,0.0186,910.8,42.0,36.3,0
2026-01-04 06:15:00,212.67,0.0243,1011.0,67.7,41.2,0
2026-01-04 06:30:00,173.98,0.0486,888.1,45.2,41.7,0
2026-01-04 06:45:00,169.07,0.0097,923.9,47.1,51.6,0
2026-01-04 07:00:00,188.94,0.046,897.8,59.5,53.1,0
2026-01-04 07:15:00,205.54,0.0075,711.0,48.1,60.1,0
2026-01-04 07:30:00,198.42,0.0107,931.2,50.9,41.4,0
2026-01-04 07:45:00,184.2,0.0027,844.4,48.2,60.3,0
2026-01-04 08:00:00,202.37,0.0488,721.0,42.6,46.2,0
2026-01-04 08:15:00,147.73,0.012,804.7,50.9,48.6,0
2026-01-04 08:30:00,198.52,0.0152,892.0,55.0,47.2,0
2026-01-04 08:45:00,174.66,0.0423,786.0,47.4,49.8,0
2026-01-04 09:00:00,186.09,0.0237,780.0,53.6,52.9,0
2026-01-04 09:15:00,192.89,0.0112,632.6,49.7,55.3,0
2026-01-04 09:30:00,379.97,0.2304,712.8,85.0,46.3,1
2026-01-04 09:45:00,654.95,0.2448,822.3,76.3,48.6,1
2026-01-04 10:00:00,160.45,0.0257,818.2,46.8,41.6,0
2026-01-04 10:15:00,197.95,0.0089,758.9,51.6,52.7,0
2026-01-04 10:30:00,173.7,0.0121,785.0,39.5,49.9,0
2026-01-04 10:45:00,171.5,0.005,716.1,71.1,42.6,0
2026-01-04 11:00:00,186.23,0.0209,727.6,28.0,39.3,0
2026-01-04 11:15:00,150.01,0.0356,651.9,42.2,49.1,0
2026-01-04 11:30:00,154.56,0.0164,691.8,51.6,57.1,0
2026-01-04 11:45:00,175.93,0.0393,724.2,53.9,59.1,0
2026-01-04 12:00:00,181.94,0.0018,610.6,39.2,38.9,0
2026-01-04 12:15:00,150.8,0.0432,887.6,45.8,54.5,0
2026-01-04 12:30:00,156.96,0.032,670.7,47.5,53.6,0
2026-01-04 12:45:00,121.41,0.0394,734.7,37.4,57.7,0
2026-01-04 13:00:00,164.02,0.063,638.6,36.9,51.3,0
2026-01-04 13:15:00,121.44,0.0073,514.5,51.3,45.7,0
2026-01-04 13:30:00,131.23,0.0318,846.0,56.8,53.5,0
2026-01-04 13:45:00,144.33,0.02,730.1,48.2,30.0,0
2026-01-04 14:00:00,120.82,0.01,591.9,51.8,41.1,0
2026-01-04 14:15:00,97.59,0.0145,672.3,47.8,41.9,0
2026-01-04 14:30:00,110.26,0.0219,888.9,44.8,43.3,0
2026-01-04 14:45:00,134.27,0.0246,777.9,39.7,37.4,0
2026-01-04 15:00:00,152.18,0.0626,592.1,50.7,44.0,0
2026-01-04 15:15:00,150.74,0.0035,736.9,42.9,44.1,0
2026-01-04 15:30:00,132.13,0.0104,759.9,55.2,46.2,0
2026-01-04 15:45:00,128.07,0.031,809.5,47.1,50.0,0
2026-01-04 16:00:00,134.05,0.0069,809.4,60.0,39.2,0
2026-01-04 16:15:00,143.55,0.0015,688.6,39.7,44.8,0
2026-01-04 16:30:00,503.27,0.1916,765.6,76.0,47.4,1
2026-01-04 16:45:00,122.41,0.0032,746.5,50.1,35.0,0
2026-01-04 17:00:00,119.86,0.0849,905.8,48.5,47.5,0
2026-01-04 17:15:00,134.37,0.0162,815.4,50.9,49.7,0
2026-01-04 17:30:00,91.56,0.016,814.6,49.1,53.3,0
2026-01-04 17:45:00,116.49,0.1098,835.2,45.9,38.8,0
2026-01-04 18:00:00,122.21,0.0048,839.7,48.0,46.9,0
2026-01-04 18:15:00,80.92,0.0354,1005.6,35.6,56.7,0
2026-01-04 18:30:00,131.51,0.0514,978.6,64.5,35.8,0
2026-01-04 18:45:00,134.37,0.0144,981.9,47.5,48.0,0
2026-01-04 19:00:00,81.16,0.0018,860.2,54.0,37.3,0
2026-01-04 19:15:00,108.75,0.0132,971.2,35.8,45.0,0
2026-01-04 19:30:00,109.35,0.0033,1001.8,45.9,42.4,0
2026-01-04 19:45:00,100.19,0.0157,874.8,52.7,50.6,0
2026-01-04 20:00:00,106.17,0.0089,907.9,65.8,45.9,0
2026-01-04 20:15:00,110.29,0.0347,920.6,55.1,39.1,0
2026-01-04 20:30:00,130.67,0.0053,887.7,55.4,58.7,0
2026-01-04 20:45:00,142.14,0.02,1063.3,50.2,49.2,0
2026-01-04 21:00:00,135.18,0.0228,1094.1,54.5,54.9,0
2026-01-04 21:15:00,108.8,0.002,1004.6,51.4,40.3,0
2026-01-04 21:30:00,139.49,0.0011,1022.8,55.8,45.2,0
2026-01-04 21:45:00,136.12,0.042,979.6,62.5,55.0,0
2026-01-04 22:00:00,79.7,0.0081,1217.9,54.0,42.8,0
2026-01-04 22:15:00,154.82,0.0362,1025.4,53.6,48.0,0
2026-01-04 22:30:00,134.9,0.0247,1018.9,50.1,47.5,0
2026-01-04 22:45:00,135.57,0.0125,1046.9,51.7,31.5,0
2026-01-04 23:00:00,109.57,0.0273,981.8,61.7,47.5,0
2026-01-04 23:15:00,589.77,0.3497,1092.6,89.2,45.1,1
2026-01-04 23:30:00,147.01,0.0122,1173.7,58.6,46.8,0
2026-01-04 23:45:00,154.89,0.0221,1061.7,53.0,43.0,0
