order_id,order_date,region,category,units,unit_price,discount_pct,revenue,cost,profit
ORD01159,2025-10-29 00:00:00,South,Clothing,6,57.71,0.06,326.01,238.85,87.16
ORD00919,2024-07-08 00:00:00,West,Electronics,2,190.45,0.08,351.65,191.96,159.69
ORD01995,2025-06-16 00:00:00,North,Clothing,6,61.95,0.03,362.11,224.49,137.62
ORD00283,2024-05-28 00:00:00,North,Grocery,11,26.14,0.13,249.44,131.36,118.07
ORD00253,2024-01-10 00:00:00,South,Grocery,12,28.78,0.04,332.96,217.48,115.48
ORD00265,2024-10-23 00:00:00,North,Sports,5,65.87,0.03,320.71,199.9,120.81
ORD01616,2024-06-04 00:00:00,South,Home,2,123.43,0.12,218.22,150.2,68.03
ORD01483,2025-11-22 00:00:00,West,Grocery,9,29.47,0.09,241.31,156.72,84.59
ORD01803,2024-10-19 00:00:00,South,Electronics,3,193.84,0.01,574.82,374.24,200.58
ORD01423,2025-11-14 00:00:00,West,Grocery,9,19.92,0.07,167.52,128.16,39.36
ORD00787,2024-09-13 00:00:00,North,Grocery,10,27.35,0.04,262.74,187.19,75.56
ORD01539,2025-11-25 00:00:00,South,Clothing,6,62.29,0.05,355.97,259.47,96.5
ORD00936,2024-03-20 00:00:00,East,Grocery,9,22.15,0.0,198.83,132.86,65.97
ORD01987,2024-03-15 00:00:00,South,Clothing,4,58.81,0.06,222.01,146.44,75.57
ORD02095,2024-04-01 00:00:00,,Electronics,1,217.36,0.06,204.34,124.89,79.44
ORD00272,2025-08-13 00:00:00,East,Sports,3,51.61,0.01,153.12,89.36,63.76
ORD00520,2025-01-27 00:00:00,West,Home,3,91.98,0.06,260.28,148.52,111.77
ORD00640,2024-09-04 00:00:00,West,Electronics,1,178.68,0.03,173.41,114.24,59.17
ORD00252,2024-02-22 00:00:00,East,Sports,4,77.48,0.07,289.15,175.28,113.87
ORD01676,2024-08-03 00:00:00,South,Home,7,97.14,0.1,609.12,435.03,174.09
ORD00219,2024-02-26 00:00:00,South,Home,4,90.2,0.13,314.97,186.73,128.24
ORD01903,2024-05-07 00:00:00,North,Grocery,18,24.51,0.14,380.87,233.95,146.92
ORD00103,2025-09-01 00:00:00,,Grocery,10,25.52,0.11,227.71,177.2,50.5
ORD01730,2025-05-01 00:00:00,North,Grocery,9,20.24,0.03,177.13,112.13,65.0
ORD02134,2024-02-05 00:00:00,East,Grocery,9,,0.17,104.91,54.98,49.93
ORD01051,2024-08-27 00:00:00,South,Clothing,4,42.8,0.01,169.92,122.65,47.27
ORD00282,2025-12-02 00:00:00,South,Home,4,79.08,0.08,292.31,182.61,109.69
ORD02153,2025-02-26 00:00:00,North,Home,5,87.83,0.05,416.52,245.99,170.53
ORD01457,2024-07-13 00:00:00,West,Sports,1,75.88,0.03,73.31,48.0,25.31
ORD01973,2025-11-30 00:00:00,West,Grocery,8,28.86,0.15,195.65,130.42,65.23
ORD01261,2024-04-15 00:00:00,South,Grocery,9,19.77,0.06,166.51,95.49,71.02
ORD00160,2025-10-12 00:00:00,North,Electronics,1,223.25,0.01,221.43,154.18,67.26
ORD00641,2025-05-24 00:00:00,South,Grocery,10,16.71,0.06,157.0,90.3,66.7
ORD01344,2024-12-10 00:00:00,North,Grocery,11,31.94,0.01,346.25,252.37,93.88
ORD01781,2024-08-29 00:00:00,South,Clothing,5,27.47,0.1,123.25,69.22,54.03
ORD01343,2025-03-14 00:00:00,North,Clothing,2,52.63,0.04,100.56,60.22,40.34
ORD02164,2025-08-28 00:00:00,North,Sports,1,66.76,0.14,57.28,38.31,18.97
ORD00680,2024-09-22 00:00:00,South,Grocery,4,13.47,0.08,49.46,25.91,23.55
ORD01580,2025-07-05 00:00:00,West,Electronics,3,200.66,0.02,588.25,386.43,201.82
ORD02160,2025-08-14 00:00:00,East,Sports,2,46.67,0.08,86.33,46.95,39.38
ORD01520,2024-05-05 00:00:00,South,Electronics,3,220.26,0.08,606.99,430.34,176.65
ORD01854,2025-07-12 00:00:00,North,Sports,2,63.64,0.05,121.14,77.89,43.25
ORD02064,2024-01-30 00:00:00,North,Home,4,89.18,0.1,320.47,232.26,88.21
ORD01298,2025-04-30 00:00:00,South,Grocery,5,24.69,0.02,121.41,82.96,38.45
ORD00573,2024-05-08 00:00:00,West,Home,4,55.5,0.02,218.51,138.13,80.38
ORD02150,2025-04-13 00:00:00,North,Clothing,6,66.32,0.1,359.3,275.09,84.21
ORD00550,2025-09-02 00:00:00,North,Clothing,5,58.96,0.03,284.81,186.38,98.43
ORD00127,2025-11-06 00:00:00,East,Grocery,3,10.98,0.03,32.04,20.15,11.9
ORD01241,2024-11-29 00:00:00,South,Electronics,4,145.57,0.11,519.78,283.46,236.32
ORD00910,2024-08-27 00:00:00,East,Home,2,97.49,0.04,187.08,108.17,78.92
ORD01352,2025-07-28 00:00:00,North,Home,1,93.08,0.06,87.41,46.07,41.34
ORD02111,2024-12-21 00:00:00,North,Home,1,94.86,0.0,94.57,62.99,31.58
ORD01077,2025-10-22 00:00:00,South,Clothing,2,62.41,0.14,107.79,76.7,31.1
ORD01603,2025-03-19 00:00:00,West,Grocery,5,25.8,0.02,127.05,78.11,48.94
ORD00037,2025-06-21 00:00:00,West,Home,3,89.33,0.02,261.55,172.16,89.39
ORD01524,2025-12-08 00:00:00,South,Clothing,5,54.35,0.04,262.22,202.67,59.56
ORD01500,2024-03-13 00:00:00,West,Grocery,6,24.76,0.06,139.61,80.5,59.11
ORD01936,2024-01-23 00:00:00,West,Clothing,2,45.18,0.01,89.59,47.12,42.47
ORD00861,2024-06-20 00:00:00,West,Grocery,7,37.69,0.11,235.4,179.48,55.92
ORD02138,2025-06-17 00:00:00,South,Clothing,3,47.34,0.0,141.7,84.09,57.6
ORD00970,2025-01-29 00:00:00,West,Home,3,90.11,0.07,250.92,194.24,56.68
ORD01243,2025-12-28 00:00:00,North,Sports,3,,0.02,196.41,120.55,75.86
ORD01046,2024-06-21 00:00:00,West,Clothing,2,70.22,0.1,127.0,94.24,32.76
ORD01714,2024-08-29 00:00:00,North,Clothing,2,62.45,0.02,122.37,92.82,29.55
ORD01632,2024-11-19 00:00:00,South,Sports,7,96.04,0.1,607.63,401.02,206.61
ORD01957,2024-01-31 00:00:00,South,Grocery,12,21.87,0.06,246.79,169.0,77.79
ORD01286,2024-06-04 00:00:00,North,Grocery,7,15.96,0.09,101.92,74.44,27.48
ORD00576,2025-09-30 00:00:00,West,Clothing,2,62.61,0.12,109.69,70.58,39.11
ORD00173,2025-08-07 00:00:00,East,Grocery,4,24.76,0.01,98.24,56.92,41.33
ORD00609,2024-05-28 00:00:00,East,Grocery,13,35.25,0.02,447.14,293.86,153.27
ORD00402,2024-06-30 00:00:00,North,Grocery,-1,25.49,0.02,174.59,122.67,51.92
ORD02004,2024-04-14 00:00:00,South,Clothing,3,60.01,0.13,156.4,88.31,68.09
ORD01501,2025-12-08 00:00:00,West,Electronics,3,173.69,0.08,480.99,345.92,135.07
ORD00553,2024-08-20 00:00:00,South,Home,3,73.67,0.07,204.72,125.06,79.66
ORD00884,2024-09-18 00:00:00,West,Grocery,7,32.75,0.11,203.93,115.81,88.12
ORD01132,2025-09-12 00:00:00,South,Sports,4,91.22,0.13,318.94,235.72,83.22
ORD00852,2024-01-22 00:00:00,East,Clothing,3,52.56,0.09,144.2,99.32,44.88
ORD02049,2025-07-14 00:00:00,North,Sports,1,,0.06,84.12,64.74,19.38
ORD01071,2025-04-28 00:00:00,South,Clothing,2,50.17,0.22,77.98,59.75,18.23
ORD02021,2025-03-24 00:00:00,East,Sports,1,48.19,0.01,47.61,27.42,20.19
ORD00152,2024-03-29 00:00:00,West,Grocery,5,28.53,0.12,125.61,80.9,44.71
ORD01820,2025-04-09 00:00:00,South,Grocery,11,23.98,0.04,251.98,137.72,114.25
ORD01075,2024-12-25 00:00:00,West,Grocery,4,31.37,0.06,117.62,73.24,44.38
ORD01742,2024-05-08 00:00:00,North,Electronics,1,226.16,0.13,196.56,129.45,67.12
ORD01066,2024-07-07 00:00:00,West, electronics ,7,27.56,0.1,172.71,130.41,42.29
ORD00692,2024-11-27 00:00:00,West,Sports,1,88.28,0.06,83.01,45.53,37.48
ORD00618,2025-11-03 00:00:00,North,Sports,1,67.31,0.05,64.22,47.02,17.2
ORD01433,2025-10-07 00:00:00,South,Home,2,34.71,0.11,62.02,40.28,21.74
ORD00654,2024-11-27 00:00:00,East,Grocery,6,31.27,0.07,174.25,100.33,73.92
ORD00780,2024-05-18 00:00:00,South,Clothing,6,54.4,0.12,286.96,183.73,103.23
ORD00673,2024-03-25 00:00:00,North,Home,3,96.71,0.21,228.89,140.1,88.79
ORD00491,2024-02-04 00:00:00,East,Grocery,5,21.09,0.05,99.97,58.78,41.19
ORD00289,2025-08-29 00:00:00,South,Grocery,11,14.3,0.13,136.23,88.9,47.33
ORD00498,2024-11-02 00:00:00,North,Sports,1,91.51,0.03,88.69,65.68,23.01
ORD00582,2024-01-22 00:00:00,West,Electronics,1,213.65,0.08,196.09,116.69,79.39
ORD00130,2024-05-26 00:00:00,East,Electronics,5,179.95,0.0,897.02,481.92,415.09
ORD01187,2025-03-03 00:00:00,North,Grocery,7,31.59,0.08,203.56,119.85,83.71
ORD00853,2024-08-21 00:00:00,West,Electronics,4,120.1,0.02,470.65,269.9,200.75
ORD00672,2025-09-06 00:00:00,South,Electronics,6,169.01,0.09,919.62,709.28,210.35
ORD00387,2024-03-22 00:00:00,North,Grocery,6,30.79,0.04,178.07,117.04,61.04
ORD01893,2024-09-12 00:00:00,North,Grocery,7,17.4,0.05,115.35,86.07,29.28
ORD01852,2025-08-28 00:00:00,North,Electronics,1,182.6,0.11,163.17,115.56,47.61
ORD01080,2024-02-11 00:00:00,South,Sports,1,99.52,0.04,95.55,62.92,32.63
ORD01985,2024-12-22 00:00:00,West,Electronics,3,238.7,0.12,632.21,397.52,234.69
ORD01342,2024-06-08 00:00:00,North,Sports,7,59.76,0.17,348.89,252.21,96.68
ORD00938,2024-12-05 00:00:00,West,Sports,2,65.77,0.03,127.03,81.86,45.17
ORD01975,2024-04-15 00:00:00,West,Sports,2,64.71,0.03,125.37,96.72,28.65
ORD01010,2024-10-25 00:00:00,East,Grocery,10,28.49,0.04,273.27,168.64,104.64
ORD00926,2024-03-11 00:00:00,North,Sports,1,73.44,0.01,72.85,55.76,17.09
ORD01424,2025-09-03 00:00:00,South,Clothing,5,65.35,0.01,323.63,209.43,114.2
ORD01312,2025-06-17 00:00:00,North,Electronics,1,159.66,0.03,154.74,108.85,45.88
ORD01575,2024-05-05 00:00:00,,Electronics,2,187.45,0.04,360.5,246.19,114.31
ORD02156,2024-12-12 00:00:00,East,Grocery,13,24.05,0.0,311.25,240.27,70.98
ORD01028,2024-12-23 00:00:00,West,Electronics,3,169.55,0.08,466.11,256.7,209.41
ORD00817,2025-05-27 00:00:00,West,Electronics,1,204.01,0.07,190.1,136.68,53.42
ORD00102,2024-04-08 00:00:00,South,Home,8,94.34,0.01,750.58,487.21,263.37
ORD00663,2025-05-03 00:00:00,North,Grocery,9,24.64,0.12,194.34,147.59,46.76
ORD01466,2024-07-14 00:00:00,West,Grocery,14,31.6,0.02,434.15,237.63,196.52
ORD00845,2024-06-17 00:00:00,North,Clothing,1,61.5,0.07,57.34,34.64,22.69
ORD01022,2025-09-08 00:00:00,West,Electronics,1,186.95,0.03,180.92,120.58,60.34
ORD00111,2024-02-11 00:00:00,East,Clothing,3,51.95,1.5,131.96,85.67,46.29
ORD02072,2025-05-11 00:00:00,East,Grocery,6,25.03,0.08,138.19,83.34,54.85
ORD00875,2025-09-04 00:00:00,North,Sports,2,57.22,0.19,92.29,71.46,20.83
ORD01744,2024-04-18 00:00:00,East,Home,3,104.18,0.13,272.4,152.67,119.73
ORD01155,2024-06-14 00:00:00,West,Sports,1,97.09,0.02,94.9,65.23,29.67
ORD00862,2024-07-12 00:00:00,East,Electronics,1,160.84,0.1,145.17,81.54,63.62
ORD01154,2024-10-05 00:00:00,South,Clothing,2,60.27,0.06,113.34,82.97,30.37
ORD01561,2025-03-12 00:00:00,East,Clothing,5,56.42,0.09,256.98,164.99,91.99
ORD00294,2024-08-05 00:00:00,East,Electronics,3,198.86,0.08,545.88,355.42,190.46
ORD01380,2024-05-05 00:00:00,North,Grocery,10,17.59,0.05,167.73,96.33,71.4
ORD00457,2024-05-26 00:00:00,North,Home,7,83.61,0.11,522.22,401.82,120.4
ORD00063,2024-05-26 00:00:00,North,Grocery,8,16.38,0.02,127.84,77.87,49.98
ORD00128,2024-04-01 00:00:00,South,Clothing,4,,0.04,189.47,110.74,78.73
ORD01838,2024-02-10 00:00:00,,Home,4,97.86,0.05,373.21,228.92,144.29
ORD01715,2025-11-03 00:00:00,West,Sports,3,81.92,0.04,236.22,166.27,69.95
ORD00178,2024-03-24 00:00:00,South,Clothing,4,46.4,0.11,164.67,104.39,60.27
ORD01057,2025-05-14 00:00:00,,Electronics,4,196.12,0.11,697.27,503.16,194.1
ORD00638,2025-06-13 00:00:00,North,Grocery,6,28.97,0.1,156.41,93.0,63.42
ORD01391,2025-09-17 00:00:00,North,Grocery,9,20.04,0.12,158.54,88.36,70.18
ORD01796,2024-01-16 00:00:00,North,Grocery,6,24.88,0.03,145.37,95.19,50.18
ORD01420,2025-09-15 00:00:00,West,Grocery,9,,0.13,221.93,164.24,57.69
ORD00777,2025-02-26 00:00:00,South,Grocery,10,25.58,0.11,228.66,146.03,82.63
ORD02119,2024-10-05 00:00:00,North,Grocery,10,26.41,0.04,252.53,143.11,109.42
ORD00873,2025-03-23 00:00:00,South,Grocery,8,23.24,0.02,181.71,97.67,84.04
ORD00412,2025-03-10 00:00:00,West,Clothing,6,58.06,0.1,314.67,195.94,118.73
ORD00772,2025-02-07 00:00:00,East,Grocery,8,26.35,0.12,185.37,109.59,75.78
ORD00797,2024-09-06 00:00:00,North,Sports,4,55.17,0.1,197.72,115.83,81.89
ORD00042,2024-11-14 00:00:00,North,Home,4,86.53,0.01,341.03,220.94,120.09
ORD00393,2024-03-06 00:00:00,North,Grocery,10,18.84,0.12,165.6,118.5,47.11
ORD00192,2025-09-01 00:00:00,East,Home,9,83.18,0.01,744.1,430.69,313.41
ORD01855,2024-03-01 00:00:00,West,Sports,6,76.39,0.12,403.94,276.05,127.89
ORD02068,2024-09-30 00:00:00,North,Grocery,4,35.16,0.14,120.9,69.6,51.3
ORD00291,2025-02-13 00:00:00,South,Grocery,7,29.88,0.01,206.49,109.51,96.97
ORD01417,2025-03-15 00:00:00,West,Electronics,1,196.66,0.15,167.26,100.05,67.21
ORD00016,2025-11-12 00:00:00,North,Home,4,76.1,0.13,266.3,144.75,121.55
ORD00901,2025-12-05 00:00:00,West,Grocery,8,36.91,0.01,292.14,203.31,88.84
ORD00225,2025-12-05 00:00:00,East,Home,1,114.39,0.06,106.97,79.77,27.2
ORD01910,2024-04-20 00:00:00,North,Electronics,2,158.36,0.09,286.82,190.65,96.17
ORD01256,2025-11-11 00:00:00,North,Home,1,67.82,0.04,65.1,44.69,20.41
ORD00026,2024-06-12 00:00:00,North,Electronics,4,214.72,0.11,766.44,533.6,232.84
ORD00155,2024-04-06 00:00:00,South,Home,6,45.81,0.1,248.71,193.96,54.75
ORD01874,2024-12-11 00:00:00,West,Home,3,90.63,0.08,248.83,170.9,77.94
ORD01522,2024-04-27 00:00:00,West,Sports,3,94.94,0.0,283.67,209.46,74.22
ORD02184,2025-08-27 00:00:00,South,Clothing,3,59.43,0.04,172.0,107.87,64.14
ORD01967,2025-08-07 00:00:00,South,Grocery,7,19.46,0.13,118.4,64.64,53.76
ORD01557,2025-08-09 00:00:00,North,Grocery,13,,0.02,195.99,114.21,81.78
ORD00362,2024-07-24 00:00:00,North,Grocery,7,26.08,0.09,166.0,101.76,64.24
ORD01601,2025-01-22 00:00:00,North,Grocery,6,26.2,0.03,151.84,109.74,42.1
ORD01059,2024-11-08 00:00:00,East,Grocery,6,27.76,0.09,151.97,93.38,58.59
ORD02144,2025-03-14 00:00:00,South,Grocery,5,23.51,0.11,104.61,69.95,34.66
ORD00578,2024-04-21 00:00:00,North,Grocery,8,27.72,0.07,206.69,138.09,68.61
ORD01628,2024-02-28 00:00:00,East,Home,1,50.75,0.09,46.21,25.88,20.33
ORD01549,2025-05-31 00:00:00,West,Home,4,61.14,0.04,235.36,124.92,110.44
ORD00221,2024-09-09 00:00:00,East,Sports,4,39.97,0.02,156.05,83.97,72.08
ORD01597,2024-03-16 00:00:00,South,Grocery,9,27.75,0.04,240.41,138.85,101.57
ORD01106,2025-02-19 00:00:00,West,Clothing,2,58.01,0.14,100.14,59.24,40.89
ORD01582,2025-02-26 00:00:00,North,Grocery,8,8.27,0.06,62.03,38.61,23.42
ORD01275,2024-12-17 00:00:00,South,Grocery,11,34.22,0.08,347.59,231.62,115.97
ORD01491,2025-10-05 00:00:00,North,Clothing,3,40.09,0.01,118.7,62.93,55.76
ORD00415,2024-01-16 00:00:00,West,Clothing,5,40.65,0.05,192.49,109.61,82.88
ORD02050,2024-10-26 00:00:00,South,Sports,2,55.75,0.08,102.57,74.59,27.98
ORD01255,2024-07-17 00:00:00,East,Electronics,1,134.79,0.04,129.98,94.46,35.52
ORD01599,2024-12-13 00:00:00,,Clothing,1,49.1,0.08,45.29,28.36,16.93
ORD01940,2025-11-25 00:00:00,South,Home,5,,0.06,315.52,230.6,84.92
ORD00368,2024-07-18 00:00:00,West,Home,2,89.76,0.18,147.08,106.05,41.03
ORD00496,2024-02-07 00:00:00,South,Home,1,60.14,0.03,58.62,39.59,19.03
ORD00856,2024-03-22 00:00:00,North,Home,2,81.91,0.09,149.39,90.52,58.87
ORD02027,2024-03-04 00:00:00,West,Grocery,9,17.5,0.16,132.73,98.15,34.58
ORD02038,2024-03-08 00:00:00,North,Grocery,7,25.17,0.04,168.84,111.53,57.31
ORD01184,2025-05-29 00:00:00,North,Electronics,5,224.46,0.02,1097.26,763.51,333.75
ORD00505,2024-01-18 00:00:00,South,Clothing,7,55.18,0.08,357.02,239.22,117.8
ORD00177,2024-04-12 00:00:00,West,Home,2,97.64,0.04,186.7,116.04,70.66
ORD01907,2025-08-04 00:00:00,East,Sports,4,60.25,0.01,238.15,176.9,61.25
ORD00911,2025-12-13 00:00:00,South,Electronics,1,106.88,0.04,102.82,77.78,25.04
ORD01345,2024-09-11 00:00:00,North,Grocery,12,28.81,0.05,330.16,249.6,80.56
ORD00958,2024-04-18 00:00:00,South,Grocery,11,34.32,0.02,371.04,200.75,170.29
ORD01285,2025-01-04 00:00:00,North,Clothing,8,53.78,0.02,423.71,310.16,113.55
ORD01195,2025-01-25 00:00:00,East,Grocery,6,23.74,0.06,133.58,80.44,53.15
ORD00984,2025-09-14 00:00:00,West,Sports,6,91.55,0.02,536.45,390.68,145.76
ORD00451,2025-07-18 00:00:00,North,Grocery,9,19.31,1.5,154.03,94.08,59.95
ORD01094,2025-05-27 00:00:00,South,Grocery,4,29.48,0.14,101.89,78.09,23.79
ORD00421,2024-03-09 00:00:00,West,Sports,4,96.53,0.16,325.64,179.82,145.82
ORD01353,2024-11-18 00:00:00,South,Clothing,5,40.07,0.02,195.44,141.39,54.06
ORD01082,not-a-date,East,Sports,5,104.26,0.08,480.26,368.43,111.83
ORD00257,2025-04-29 00:00:00,South,Sports,3,57.95,0.05,165.2,103.45,61.75
ORD01823,2025-05-23 00:00:00,South,Grocery,8,22.4,1.5,164.87,103.74,61.13
ORD00521,2025-04-27 00:00:00,,Home,4,,0.11,410.41,263.83,146.58
ORD01168,2025-05-09 00:00:00,,Clothing,3,51.28,1.5,147.02,77.09,69.93
ORD01530,2025-01-22 00:00:00,,Electronics,3,169.25,0.02,496.73,313.59,183.14
ORD00351,2025-01-24 00:00:00,South,Electronics,2,147.24,0.12,258.54,201.16,57.39
ORD01757,2025-10-12 00:00:00,South,Electronics,-1,202.32,0.13,176.16,131.0,45.16
ORD00524,2025-09-01 00:00:00,North,Clothing,5,43.56,0.08,200.14,119.99,80.15
ORD00386,2024-11-02 00:00:00,North,Grocery,8,32.1,0.04,245.74,189.27,56.48
ORD02127,2024-01-14 00:00:00,North,Home,5,105.5,0.02,516.62,332.45,184.16
ORD01093,2025-04-13 00:00:00,West,Home,4,81.94,0.02,321.05,226.56,94.48
ORD01904,2025-12-26 00:00:00,North,Grocery,12,29.37,0.15,300.42,218.52,81.9
ORD00948,2025-07-14 00:00:00,East,Home,4,124.2,0.01,490.35,285.42,204.94
ORD00175,2024-06-27 00:00:00,West,Sports,3,79.63,0.05,227.74,160.53,67.21
ORD01790,2024-02-29 00:00:00,West,Sports,2,92.04,0.06,172.69,113.24,59.45
ORD00532,2025-01-15 00:00:00,West,Sports,5,70.01,0.08,322.95,247.13,75.82
ORD01980,2025-04-24 00:00:00,East,Electronics,1,170.04,0.04,162.65,107.63,55.02
ORD01594,2024-05-15 00:00:00,West,Home,3,69.8,0.03,202.16,145.45,56.71
ORD00753,2024-07-17 00:00:00,East,Grocery,6,24.59,0.01,145.49,83.23,62.25
ORD00112,2025-12-24 00:00:00,North,Home,2,83.65,0.04,161.2,105.83,55.37
ORD01885,2025-03-05 00:00:00,West,Grocery,9,19.34,0.11,154.94,85.39,69.55
ORD00419,2025-08-30 00:00:00,West,Electronics,2,166.98,0.03,322.66,215.37,107.29
ORD00676,2025-09-19 00:00:00,South,Grocery,10,27.24,0.03,263.35,195.04,68.3
ORD00154,2024-05-11 00:00:00,South,Grocery,4,31.38,0.04,120.11,65.27,54.84
ORD00887,2024-01-22 00:00:00,South,Home,3,79.3,0.05,226.34,141.99,84.35
ORD00044,2025-06-02 00:00:00,North,Grocery,8,27.98,0.05,213.25,123.31,89.94
ORD02137,2024-11-21 00:00:00,South,Clothing,4,52.07,0.0,207.27,135.05,72.23
ORD01647,2025-12-28 00:00:00,East,Home,1,89.49,0.11,79.7,41.82,37.88
ORD01540,2024-03-08 00:00:00,East,Sports,4,59.67,0.08,218.67,166.52,52.16
ORD01413,2025-10-18 00:00:00,West,Sports,5,61.94,0.21,243.87,130.91,112.96
ORD01990,2025-11-18 00:00:00,North,Home,1,66.62,0.05,63.52,34.2,29.32
ORD00004,2025-01-23 00:00:00,South,Sports,3,79.98,0.06,224.77,137.84,86.93
ORD00756,2024-12-05 00:00:00,South,Grocery,6,,0.03,85.55,63.14,22.41
ORD00350,2025-07-25 00:00:00,West,Grocery,8,26.07,0.13,181.82,108.39,73.43
ORD01476,2025-06-04 00:00:00,North,Home,1,60.35,0.04,58.08,37.73,20.35
ORD01869,2024-03-11 00:00:00,West,Clothing,5,55.54,0.06,262.0,192.18,69.82
ORD02034,2024-01-30 00:00:00,East,Electronics,1,144.52,0.11,128.12,97.78,30.34
ORD00304,2024-05-10 00:00:00,West,Grocery,11,33.71,0.02,365.02,249.81,115.21
ORD01784,2024-06-20 00:00:00,West,Grocery,9,25.56,0.11,203.74,138.81,64.93
ORD00072,2024-07-08 00:00:00,North,Home,3,64.94,0.1,174.66,96.0,78.66
ORD01611,2025-11-22 00:00:00,South,Electronics,3,192.14,0.07,537.5,326.14,211.35
ORD01703,2024-11-27 00:00:00,East,Sports,2,109.1,0.03,212.47,155.73,56.75
ORD01076,2025-02-07 00:00:00,North,Grocery,5,28.88,0.03,139.69,79.51,60.18
ORD00851,2024-06-05 00:00:00,West,Home,2,88.79,0.01,176.42,103.59,72.83
ORD00137,2025-10-30 00:00:00,South,Home,2,111.54,0.14,192.07,116.73,75.34
ORD02002,2024-02-08 00:00:00,South,Sports,1,74.73,0.05,70.7,50.37,20.33
ORD00979,2025-08-27 00:00:00,North,Grocery,11,22.91,0.04,242.98,167.86,75.12
ORD00665,2024-02-27 00:00:00,West,Home,3,87.72,0.02,258.58,194.48,64.1
ORD02139,2024-03-28 00:00:00,East,Clothing,4,68.79,0.05,261.34,172.07,89.27
ORD00125,2024-12-18 00:00:00,South,Grocery,9,33.94,0.15,260.14,135.78,124.36
ORD01825,2024-01-22 00:00:00,South,Grocery,9,27.95,0.08,232.15,135.29,96.85
ORD00454,2025-08-26 00:00:00,East,Electronics,2,191.35,0.08,350.23,197.55,152.68
ORD00543,2025-10-28 00:00:00,North,Sports,2,98.57,0.09,179.47,107.98,71.49
ORD00116,2025-01-20 00:00:00,East,Home,4,98.76,0.02,385.47,218.87,166.6
ORD01262,2025-04-13 00:00:00,East,Clothing,4,,0.12,204.51,143.17,61.35
ORD01206,2025-05-25 00:00:00,North,Grocery,8,29.16,0.09,212.96,143.34,69.62
ORD01216,2024-12-10 00:00:00,West,Home,1,80.9,0.08,74.36,52.62,21.74
ORD00104,2024-05-09 00:00:00,South,Clothing,5,47.52,0.12,209.41,135.66,73.75
ORD01614,2024-08-17 00:00:00,South,Clothing,1,55.22,0.08,51.05,31.64,19.42
ORD00298,2025-07-11 00:00:00,West,Grocery,4,39.45,0.04,151.4,96.14,55.26
ORD00842,2024-03-06 00:00:00,South,Electronics,3,278.64,0.04,798.75,614.07,184.68
ORD00051,2025-04-06 00:00:00,West,Clothing,4,51.34,0.04,198.01,145.4,52.6
ORD01481,2024-12-08 00:00:00,West, electronics ,2,30.95,0.07,57.61,31.07,26.54
ORD01319,2025-05-27 00:00:00,South,Home,5,100.84,0.07,470.62,360.07,110.54
ORD01416,2024-03-05 00:00:00,East,Grocery,8,26.16,0.04,200.99,153.78,47.22
