order_id,order_date,region,category,units,unit_price,discount_pct,revenue,cost,profit
ORD00634,2024-02-16,North,Home,5,62.53,0.15,266.28,184.13,82.15
ORD01548,2024-02-17,West,Grocery,7,27.01,0.11,167.93,97.34,70.59
ORD00522,2024-02-17,East,Grocery,6,31.46,0.09,171.96,107.98,63.98
ORD01415,2024-02-17,North,Sports,2,56.21,0.12,99.35,71.84,27.51
ORD01322,2024-02-17,South,Grocery,3,19.22,0.01,57.12,39.53,17.59
ORD01166,2024-02-18,West,Electronics,3,93.45,0.06,262.25,137.32,124.92
ORD01289,2024-02-18,East,Home,4,103.1,0.05,390.37,205.38,184.99
ORD01719,2024-02-18,West,Home,4,114.53,0.03,443.39,267.56,175.83
ORD00613,2024-02-18,North,Home,4,80.06,0.02,312.76,213.12,99.64
ORD01432,2024-02-19,East,Sports,5,66.44,0.07,307.92,208.69,99.22
ORD01422,2024-02-19,West,Grocery,7,40.66,0.02,278.09,198.41,79.68
ORD00380,2024-02-19,South,Clothing,4,56.0,0.04,215.53,125.01,90.52
ORD00877,2024-02-20,East,Home,4,90.2,0.04,347.67,193.96,153.71
ORD00204,2024-02-20,South,Home,2,67.77,0.13,118.36,88.68,29.68
ORD00223,2024-02-21,West,Electronics,3,205.13,0.05,583.87,371.83,212.04
ORD00906,2024-02-21,West,Grocery,6,18.11,0.12,96.16,68.22,27.93
ORD00252,2024-02-22,East,Sports,4,77.48,0.07,289.15,175.28,113.87
ORD00409,2024-02-22,East,Clothing,5,37.92,0.02,185.09,99.16,85.93
ORD01170,2024-02-22,West,Grocery,5,17.1,0.12,75.06,49.72,25.34
ORD02125,2024-02-22,South,Grocery,11,19.66,0.2,173.64,112.72,60.92
ORD01021,2024-02-23,West,Sports,4,47.88,0.09,175.04,128.71,46.33
ORD00065,2024-02-23,West,Home,1,55.1,0.01,54.63,33.79,20.85
ORD00366,2024-02-23,West,Grocery,2,22.53,0.07,42.05,25.34,16.71
ORD01871,2024-02-24,South,Electronics,1,219.3,0.11,194.35,138.24,56.11
ORD01449,2024-02-24,North,Home,5,94.8,0.05,450.4,326.45,123.94
ORD00758,2024-02-25,North,Electronics,1,228.34,0.07,211.28,154.66,56.62
ORD00244,2024-02-25,North,Grocery,12,29.51,0.04,340.02,186.29,153.73
ORD00345,2024-02-25,North,Home,3,88.54,0.11,236.75,184.35,52.4
ORD00710,2024-02-25,South,Sports,4,72.36,0.13,251.8,142.42,109.38
ORD01560,2024-02-25,West,Grocery,8,20.88,0.1,151.02,84.71,66.32
ORD01020,2024-02-25,East,Sports,1,66.4,0.15,56.28,37.52,18.76
ORD00560,2024-02-25,South,Grocery,5,37.68,0.09,170.72,123.34,47.38
ORD00219,2024-02-26,South,Home,4,90.2,0.13,314.97,186.73,128.24
ORD00665,2024-02-27,West,Home,3,87.72,0.02,258.58,194.48,64.1
ORD01776,2024-02-28,East,Sports,7,75.1,0.04,503.61,374.96,128.66
ORD00935,2024-02-28,North,Home,1,78.14,0.03,76.0,46.87,29.13
ORD01628,2024-02-28,East,Home,1,50.75,0.09,46.21,25.88,20.33
ORD01290,2024-02-28,East,Electronics,4,188.29,0.1,677.31,440.69,236.62
ORD00959,2024-02-28,South,Clothing,4,64.85,0.02,253.64,191.27,62.37
ORD00988,2024-02-28,West,Home,2,136.77,0.03,264.1,190.72,73.38
ORD01790,2024-02-29,West,Sports,2,92.04,0.06,172.69,113.24,59.45
ORD00985,2024-02-29,West,Grocery,6,27.14,0.03,158.04,121.35,36.69
ORD01514,2024-02-29,West,Sports,3,101.95,0.09,278.92,145.16,133.76
ORD01563,2024-02-29,West,Clothing,9,80.04,0.06,680.69,509.8,170.88
ORD01855,2024-03-01,West,Sports,6,76.39,0.12,403.94,276.05,127.89
ORD01461,2024-03-01,West,Home,4,61.99,0.06,233.1,166.66,66.44
ORD01721,2024-03-01,South,Grocery,10,31.86,0.07,295.37,223.31,72.07
ORD00213,2024-03-01,East,Sports,5,62.04,0.07,287.56,161.61,125.95
ORD00078,2024-03-01,North,Home,4,71.81,0.02,282.84,216.86,65.99
ORD01891,2024-03-02,West,Clothing,4,69.96,0.02,272.89,147.19,125.71
ORD02147,2024-03-02,North,Home,1,73.75,0.02,72.54,51.19,21.35
ORD00234,2024-03-02,North,Clothing,6,51.32,0.09,281.65,169.44,112.21
ORD00032,2024-03-03,North,Grocery,8,19.81,0.06,148.47,105.32,43.15
ORD02179,2024-03-03,South,Sports,1,61.17,0.05,58.09,43.49,14.6
ORD01708,2024-03-03,East,Grocery,9,17.18,0.15,130.73,89.53,41.2
ORD00156,2024-03-03,East,Electronics,1,159.8,0.11,142.9,94.6,48.3
ORD01900,2024-03-04,East,Home,5,82.59,0.05,391.72,210.93,180.8
ORD01119,2024-03-04,North,Grocery,11,21.51,0.07,219.14,129.76,89.38
ORD02051,2024-03-04,East,Grocery,5,22.73,0.13,99.35,55.63,43.72
ORD02027,2024-03-04,West,Grocery,9,17.5,0.16,132.73,98.15,34.58
ORD01416,2024-03-05,East,Grocery,8,26.16,0.04,200.99,153.78,47.22
ORD01148,2024-03-05,North,Clothing,5,68.51,0.04,327.64,173.66,153.98
ORD01366,2024-03-05,East,Grocery,4,34.2,0.02,133.52,83.05,50.46
ORD01410,2024-03-06,North,Sports,5,89.67,0.06,423.5,273.13,150.37
ORD01165,2024-03-06,North,Home,4,80.53,0.04,307.92,210.04,97.88
ORD01982,2024-03-06,North,Home,4,109.14,0.1,393.39,276.57,116.82
ORD00393,2024-03-06,North,Grocery,10,18.84,0.12,165.6,118.5,47.11
ORD00842,2024-03-06,South,Electronics,3,278.64,0.04,798.75,614.07,184.68
ORD00855,2024-03-06,West,Home,2,56.45,0.11,100.93,55.85,45.08
ORD01797,2024-03-07,North,Home,2,85.46,0.04,163.9,117.24,46.66
ORD00929,2024-03-07,West,Grocery,14,23.11,0.22,252.96,159.55,93.41
ORD01134,2024-03-07,North,Grocery,8,29.17,0.01,230.18,120.49,109.68
ORD00895,2024-03-07,West,Grocery,7,30.48,0.03,206.82,148.43,58.39
ORD00169,2024-03-08,West,Grocery,13,31.57,0.01,405.16,281.94,123.22
ORD00115,2024-03-08,East,Home,5,124.13,0.03,598.97,401.74,197.23
ORD00435,2024-03-08,East,Home,4,62.33,0.11,222.06,161.36,60.69
ORD02010,2024-03-08,East,Grocery,9,26.23,0.09,215.37,161.03,54.35
ORD02188,2024-03-08,East,Clothing,6,50.49,0.1,272.17,185.78,86.39
ORD01540,2024-03-08,East,Sports,4,59.67,0.08,218.67,166.52,52.16
ORD02038,2024-03-08,North,Grocery,7,25.17,0.04,168.84,111.53,57.31
ORD02191,2024-03-09,East,Grocery,7,15.81,0.02,108.29,81.47,26.82
ORD00421,2024-03-09,West,Sports,4,96.53,0.16,325.64,179.82,145.82
ORD02094,2024-03-09,South,Home,2,101.53,0.08,186.08,97.62,88.46
ORD01349,2024-03-09,South,Grocery,8,28.38,0.01,224.43,155.59,68.84
ORD01939,2024-03-10,East,Electronics,2,224.73,0.07,419.06,254.66,164.4
ORD01566,2024-03-10,West,Clothing,1,53.88,0.05,51.09,33.14,17.95
ORD01492,2024-03-10,East,Electronics,3,120.52,0.05,341.9,231.65,110.25
ORD01869,2024-03-11,West,Clothing,5,55.54,0.06,262.0,192.18,69.82
ORD00926,2024-03-11,North,Sports,1,73.44,0.01,72.85,55.76,17.09
ORD01828,2024-03-12,West,Sports,4,79.04,0.06,296.57,213.28,83.29
ORD00392,2024-03-12,South,Sports,5,114.88,0.04,549.74,407.05,142.69
ORD00059,2024-03-12,West,Sports,1,86.89,0.06,81.64,62.17,19.46
ORD00460,2024-03-12,North,Sports,4,77.37,0.05,293.45,170.9,122.55
ORD01235,2024-03-13,North,Clothing,10,59.78,0.11,531.69,397.77,133.92
ORD01727,2024-03-13,North,Home,2,52.84,0.19,85.76,58.24,27.52
ORD01500,2024-03-13,West,Grocery,6,24.76,0.06,139.61,80.5,59.11
ORD01247,2024-03-13,East,Home,3,92.78,0.08,255.83,156.75,99.08
ORD01508,2024-03-13,North,Home,2,59.5,0.03,114.85,76.94,37.91
ORD00391,2024-03-13,East,Grocery,14,32.63,0.04,438.53,314.39,124.14
ORD01913,2024-03-14,East,Clothing,5,44.54,0.03,216.68,126.91,89.78
ORD00293,2024-03-15,North,Electronics,2,145.3,0.06,274.27,168.75,105.52
ORD01673,2024-03-15,East,Electronics,1,91.28,0.08,83.7,63.12,20.58
ORD01987,2024-03-15,South,Clothing,4,58.81,0.06,222.01,146.44,75.57
ORD01301,2024-03-16,South,Grocery,12,15.42,0.04,178.36,124.56,53.8
ORD01431,2024-03-16,North,Electronics,1,204.24,0.03,197.2,121.26,75.93
ORD01518,2024-03-16,West,Electronics,2,260.8,0.04,499.25,360.53,138.72
ORD00038,2024-03-16,South,Grocery,11,16.64,0.13,159.68,86.11,73.57
ORD01597,2024-03-16,South,Grocery,9,27.75,0.04,240.41,138.85,101.57
ORD02172,2024-03-16,South,Electronics,1,184.81,0.1,165.64,119.35,46.3
ORD01050,2024-03-16,South,Home,6,75.96,0.19,371.12,218.62,152.5
ORD01183,2024-03-16,East,Home,1,59.86,0.0,59.63,35.94,23.69
ORD01367,2024-03-17,East,Clothing,4,25.24,0.12,89.16,67.55,21.61
ORD00601,2024-03-17,West,Clothing,1,51.11,0.14,44.2,32.04,12.16
ORD02018,2024-03-17,East,Home,3,76.22,0.05,216.27,150.79,65.48
ORD01455,2024-03-17,East,Sports,3,78.09,0.06,220.31,151.93,68.38
ORD01444,2024-03-18,South,Clothing,10,38.75,0.05,369.66,229.91,139.75
ORD01521,2024-03-18,West,Grocery,5,23.21,0.09,106.07,61.86,44.21
ORD01766,2024-03-18,East,Clothing,8,41.89,0.07,312.62,173.19,139.43
ORD01598,2024-03-18,West,Grocery,6,23.05,0.1,123.84,75.42,48.42
ORD00912,2024-03-18,East,Grocery,8,21.06,0.02,165.56,92.76,72.81
ORD01831,2024-03-19,South,Home,2,97.66,0.04,186.76,109.06,77.7
ORD00714,2024-03-19,East,Electronics,3,202.26,0.14,522.08,379.98,142.1
ORD01135,2024-03-20,West,Sports,1,55.19,0.17,45.87,32.29,13.57
ORD00936,2024-03-20,East,Grocery,9,22.15,0.0,198.83,132.86,65.97
ORD01446,2024-03-20,West,Electronics,1,151.7,0.06,142.02,98.77,43.24
ORD00619,2024-03-20,South,Grocery,12,13.36,0.09,146.28,81.68,64.59
ORD00284,2024-03-21,North,Clothing,2,71.46,0.07,133.25,77.63,55.62
ORD01070,2024-03-21,North,Sports,4,90.16,0.11,321.82,201.99,119.83
ORD01612,2024-03-21,South,Clothing,4,70.45,0.06,263.96,187.14,76.82
ORD00387,2024-03-22,North,Grocery,6,30.79,0.04,178.07,117.04,61.04
ORD00856,2024-03-22,North,Home,2,81.91,0.09,149.39,90.52,58.87
ORD00924,2024-03-22,North,Electronics,1,279.99,0.01,276.6,172.09,104.5
ORD01750,2024-03-22,North,Electronics,2,228.66,0.07,424.19,301.6,122.58
ORD01650,2024-03-23,East,Electronics,2,168.17,0.02,329.39,227.16,102.23
ORD00379,2024-03-23,West,Clothing,4,50.89,0.06,191.69,141.97,49.72
ORD01045,2024-03-24,West,Electronics,3,213.75,0.05,609.6,360.67,248.92
ORD00182,2024-03-24,West,Electronics,1,185.1,0.01,182.47,108.99,73.48
ORD00178,2024-03-24,South,Clothing,4,46.4,0.11,164.67,104.39,60.27
ORD00673,2024-03-25,North,Home,3,96.71,0.21,228.89,140.1,88.79
ORD00703,2024-03-25,North,Electronics,2,185.13,0.07,345.35,188.3,157.05
ORD01978,2024-03-26,North,Grocery,5,28.47,0.19,114.62,71.59,43.04
ORD00074,2024-03-26,East,Home,3,85.37,0.03,247.73,147.94,99.79
ORD01032,2024-03-26,North,Electronics,1,251.54,0.14,217.45,130.82,86.64
ORD01937,2024-03-27,West,Clothing,1,39.98,0.15,33.92,23.18,10.74
ORD00194,2024-03-27,East,Grocery,4,19.62,0.08,71.84,49.12,22.72
ORD02139,2024-03-28,East,Clothing,4,68.79,0.05,261.34,172.07,89.27
ORD01082,2024-03-28,East,Sports,5,104.26,0.08,480.26,368.43,111.83
ORD01919,2024-03-28,West,Electronics,1,102.51,0.06,96.47,55.6,40.87
ORD00490,2024-03-28,East,Home,4,107.84,0.04,412.52,304.78,107.75
ORD01877,2024-03-29,East,Electronics,2,147.16,0.14,253.55,166.83,86.72
ORD01309,2024-03-29,East,Clothing,4,20.19,0.05,76.84,47.78,29.06
ORD00152,2024-03-29,West,Grocery,5,28.53,0.12,125.61,80.9,44.71
ORD00416,2024-03-31,North,Sports,3,94.06,0.03,272.5,194.46,78.04
ORD00882,2024-04-01,East,Electronics,3,254.08,0.07,707.54,519.83,187.71
ORD02095,2024-04-01,North,Electronics,1,217.36,0.06,204.34,124.89,79.44
ORD00128,2024-04-01,South,Clothing,4,49.54,0.04,189.47,110.74,78.73
ORD00863,2024-04-02,East,Sports,2,77.3,0.08,142.45,87.5,54.95
ORD00313,2024-04-03,West,Electronics,2,146.69,0.05,277.5,203.27,74.22
ORD01026,2024-04-03,East,Electronics,4,141.25,0.13,494.15,321.3,172.86
ORD00229,2024-04-03,East,Electronics,2,147.26,0.13,255.57,137.87,117.69
ORD01884,2024-04-03,North,Clothing,4,71.53,0.15,244.42,185.61,58.82
ORD00925,2024-04-03,South,Electronics,1,142.1,0.11,126.11,73.55,52.56
ORD00794,2024-04-03,North,Grocery,5,16.76,0.15,71.21,42.19,29.03
ORD00336,2024-04-04,North,Electronics,1,215.24,0.05,203.59,122.94,80.65
ORD01536,2024-04-04,West,Grocery,9,14.62,0.09,120.16,91.62,28.54
ORD01791,2024-04-04,South,Electronics,1,165.43,0.03,161.11,107.44,53.68
ORD02169,2024-04-04,East,Electronics,2,231.19,0.01,459.64,288.96,170.68
ORD00054,2024-04-05,East,Home,1,76.42,0.05,72.46,44.81,27.66
ORD01794,2024-04-05,West,Grocery,5,20.3,0.03,98.86,58.19,40.67
ORD01145,2024-04-05,East,Grocery,9,45.0,0.08,373.85,276.66,97.19
ORD01340,2024-04-06,East,Grocery,13,29.78,0.1,350.23,200.32,149.91
ORD00206,2024-04-06,West,Electronics,1,180.79,0.04,173.09,112.42,60.67
ORD00155,2024-04-06,South,Home,6,45.81,0.1,248.71,193.96,54.75
ORD00322,2024-04-06,West,Clothing,6,70.89,0.02,415.85,280.94,134.9
ORD00081,2024-04-07,East,Grocery,9,27.79,0.12,218.96,117.64,101.32
ORD01377,2024-04-07,West,Home,8,112.75,0.14,779.53,416.72,362.81
ORD01587,2024-04-08,West,Clothing,7,78.99,0.07,516.44,359.62,156.82
ORD01354,2024-04-08,South,Electronics,1,229.08,0.1,205.73,138.85,66.87
ORD00497,2024-04-08,South,Sports,4,72.33,0.03,281.95,165.41,116.54
ORD01291,2024-04-08,North,Home,4,88.19,0.06,332.02,232.7,99.32
ORD00102,2024-04-08,South,Home,8,94.34,0.01,750.58,487.21,263.37
ORD01795,2024-04-09,South,Grocery,7,22.03,0.05,146.41,76.63,69.78
ORD01406,2024-04-09,South,Electronics,1,258.1,0.04,248.67,180.23,68.44
ORD00596,2024-04-10,West,Home,2,98.93,0.14,170.13,91.38,78.75
